year,age,deaths
1985,88,1149
1985,89,975
1985,90,812
1985,91,662
1985,92,530
1985,93,419
1985,94,325
1985,95,246
1985,96,182
1985,97,131
1985,98,90
1985,99,59
1985,100,96
1986,0,28077
1986,1,2796
1986,2,1953
1986,3,1379
1986,4,984
1986,5,711
1986,6,533
1986,7,427
1986,8,375
1986,9,354
1986,10,344
1986,11,354
1986,12,387
1986,13,444
1986,14,528
1986,15,644
1986,16,788
1986,17,954
1986,18,1130
1986,19,1296
1986,20,1438
1986,21,1545
1986,22,1613
1986,23,1646
1986,24,1648
1986,25,1625
1986,26,1584
1986,27,1530
1986,28,1469
1986,29,1406
1986,30,1349
1986,31,1302
1986,32,1268
1986,33,1245
1986,34,1229
1986,35,1219
1986,36,1213
1986,37,1173
1986,38,1130
1986,39,1114
1986,40,1092
1986,41,1074
1986,42,1066
1986,43,1071
1986,44,1092
1986,45,1127
1986,46,1173
1986,47,1224
1986,48,1280
1986,49,1342
1986,50,1406
1986,51,1468
1986,52,1532
1986,53,1594
1986,54,1645
1986,55,1694
1986,56,1755
1986,57,1831
1986,58,1912
1986,59,1996
1986,60,2082
1986,61,2168
1986,62,2249
1986,63,2321
1986,64,2385
1986,65,2443
1986,66,2493
1986,67,2531
1986,68,2583
1986,69,2669
1986,70,2768
1986,71,2855
1986,72,2934
1986,73,2981
1986,74,2955
1986,75,2877
1986,76,2793
1986,77,2696
1986,78,2587
1986,79,2495
1986,80,2402
1986,81,2279
1986,82,2132
1986,83,1973
1986,84,1796
1986,85,1611
1986,86,1428
1986,87,1252
1986,88,1081
1986,89,919
1986,90,768
1986,91,630
1986,92,505
1986,93,398
1986,94,309
1986,95,235
1986,96,175
1986,97,127
1986,98,89
1986,99,60
1986,100,98
1987,0,27194
1987,1,2661
1987,2,1875
1987,3,1354
1987,4,996
1987,5,737
1987,6,560
1987,7,451
1987,8,390
1987,9,364
1987,10,352
1987,11,361
1987,12,393
1987,13,455
1987,14,550
1987,15,684
1987,16,856
1987,17,1053
1987,18,1258
1987,19,1444
1987,20,1592
1987,21,1697
1987,22,1763
1987,23,1800
1987,24,1812
1987,25,1803
1987,26,1770
1987,27,1715
1987,28,1644
1987,29,1564
1987,30,1487
1987,31,1424
1987,32,1382
1987,33,1361
1987,34,1355
1987,35,1352
1987,36,1346
1987,37,1329
1987,38,1265
1987,39,1194
1987,40,1155
1987,41,1120
1987,42,1101
1987,43,1104
1987,44,1130
1987,45,1174
1987,46,1230
1987,47,1288
1987,48,1338
1987,49,1383
1987,50,1429
1987,51,1481
1987,52,1540
1987,53,1614
1987,54,1701
1987,55,1784
1987,56,1864
1987,57,1946
1987,58,2026
1987,59,2094
1987,60,2151
1987,61,2209
1987,62,2276
1987,63,2355
1987,64,2444
1987,65,2537
1987,66,2625
1987,67,2691
1987,68,2724
1987,69,2752
1987,70,2801
1987,71,2862
1987,72,2916
1987,73,2977
1987,74,3023
1987,75,3008
1987,76,2942
1987,77,2863
1987,78,2761
1987,79,2635
1987,80,2520
1987,81,2401
1987,82,2254
1987,83,2090
1987,84,1918
1987,85,1733
1987,86,1542
1987,87,1356
1987,88,1177
1987,89,1005
1987,90,843
1987,91,695
1987,92,561
1987,93,443
1987,94,344
1987,95,263
1987,96,197
1987,97,143
1987,98,102
1987,99,70
1987,100,118
1988,0,26295
1988,1,2504
1988,2,1748
1988,3,1245
1988,4,912
1988,5,677
1988,6,514
1988,7,412
1988,8,357
1988,9,333
1988,10,325
1988,11,341
1988,12,377
1988,13,443
1988,14,546
1988,15,693
1988,16,881
1988,17,1099
1988,18,1325
1988,19,1529
1988,20,1691
1988,21,1802
1988,22,1867
1988,23,1902
1988,24,1915
1988,25,1908
1988,26,1879
1988,27,1828
1988,28,1758
1988,29,1679
1988,30,1602
1988,31,1535
1988,32,1486
1988,33,1457
1988,34,1442
1988,35,1433
1988,36,1419
1988,37,1394
1988,38,1358
1988,39,1282
1988,40,1210
1988,41,1180
1988,42,1161
1988,43,1160
1988,44,1179
1988,45,1213
1988,46,1260
1988,47,1312
1988,48,1364
1988,49,1409
1988,50,1453
1988,51,1505
1988,52,1565
1988,53,1631
1988,54,1709
1988,55,1793
1988,56,1869
1988,57,1942
1988,58,2022
1988,59,2112
1988,60,2199
1988,61,2281
1988,62,2360
1988,63,2440
1988,64,2517
1988,65,2587
1988,66,2653
1988,67,2711
1988,68,2756
1988,69,2785
1988,70,2826
1988,71,2902
1988,72,2992
1988,73,3066
1988,74,3130
1988,75,3161
1988,76,3110
1988,77,3002
1988,78,2883
1988,79,2749
1988,80,2602
1988,81,2473
1988,82,2344
1988,83,2189
1988,84,2015
1988,85,1832
1988,86,1637
1988,87,1439
1988,88,1248
1988,89,1069
1988,90,901
1988,91,746
1988,92,606
1988,93,482
1988,94,375
1988,95,285
1988,96,214
1988,97,157
1988,98,112
1988,99,78
1988,100,137
1989,0,25630
1989,1,2446
1989,2,1674
1989,3,1162
1989,4,829
1989,5,607
1989,6,460
1989,7,370
1989,8,324
1989,9,308
1989,10,304
1989,11,325
1989,12,370
1989,13,443
1989,14,555
1989,15,713
1989,16,920
1989,17,1161
1989,18,1408
1989,19,1622
1989,20,1781
1989,21,1883
1989,22,1937
1989,23,1963
1989,24,1970
1989,25,1963
1989,26,1937
1989,27,1892
1989,28,1829
1989,29,1754
1989,30,1679
1989,31,1611
1989,32,1556
1989,33,1516
1989,34,1489
1989,35,1468
1989,36,1447
1989,37,1416
1989,38,1378
1989,39,1339
1989,40,1269
1989,41,1210
1989,42,1195
1989,43,1189
1989,44,1195
1989,45,1213
1989,46,1243
1989,47,1283
1989,48,1330
1989,49,1381
1989,50,1431
1989,51,1483
1989,52,1542
1989,53,1603
1989,54,1664
1989,55,1734
1989,56,1813
1989,57,1893
1989,58,1982
1989,59,2093
1989,60,2222
1989,61,2346
1989,62,2450
1989,63,2529
1989,64,2584
1989,65,2622
1989,66,2652
1989,67,2689
1989,68,2739
1989,69,2799
1989,70,2859
1989,71,2935
1989,72,3039
1989,73,3139
1989,74,3199
1989,75,3230
1989,76,3217
1989,77,3124
1989,78,2983
1989,79,2843
1989,80,2697
1989,81,2543
1989,82,2407
1989,83,2268
1989,84,2100
1989,85,1912
1989,86,1717
1989,87,1514
1989,88,1314
1989,89,1125
1989,90,951
1989,91,791
1989,92,646
1989,93,516
1989,94,404
1989,95,308
1989,96,230
1989,97,169
1989,98,122
1989,99,85
1989,100,155
1990,0,25087
1990,1,2369
1990,2,1614
1990,3,1117
1990,4,792
1990,5,575
1990,6,437
1990,7,356
1990,8,316
1990,9,302
1990,10,300
1990,11,322
1990,12,371
1990,13,455
1990,14,580
1990,15,759
1990,16,993
1990,17,1267
1990,18,1548
1990,19,1788
1990,20,1958
1990,21,2058
1990,22,2105
1990,23,2121
1990,24,2120
1990,25,2108
1990,26,2082
1990,27,2035
1990,28,1971
1990,29,1893
1990,30,1812
1990,31,1740
1990,32,1679
1990,33,1632
1990,34,1597
1990,35,1570
1990,36,1544
1990,37,1512
1990,38,1470
1990,39,1424
1990,40,1381
1990,41,1309
1990,42,1251
1990,43,1238
1990,44,1234
1990,45,1241
1990,46,1262
1990,47,1298
1990,48,1346
1990,49,1405
1990,50,1467
1990,51,1524
1990,52,1574
1990,53,1621
1990,54,1665
1990,55,1712
1990,56,1778
1990,57,1868
1990,58,1976
1990,59,2106
1990,60,2260
1990,61,2417
1990,62,2541
1990,63,2612
1990,64,2635
1990,65,2634
1990,66,2633
1990,67,2654
1990,68,2714
1990,69,2810
1990,70,2926
1990,71,3029
1990,72,3119
1990,73,3202
1990,74,3248
1990,75,3240
1990,76,3210
1990,77,3155
1990,78,3047
1990,79,2910
1990,80,2784
1990,81,2651
1990,82,2499
1990,83,2352
1990,84,2193
1990,85,2004
1990,86,1799
1990,87,1594
1990,88,1388
1990,89,1191
1990,90,1009
1990,91,844
1990,92,693
1990,93,557
1990,94,438
1990,95,336
1990,96,252
1990,97,185
1990,98,133
1990,99,94
1990,100,175
1991,0,24599
1991,1,2321
1991,2,1575
1991,3,1087
1991,4,771
1991,5,558
1991,6,422
1991,7,347
1991,8,313
1991,9,304
1991,10,306
1991,11,330
1991,12,381
1991,13,471
1991,14,610
1991,15,804
1991,16,1057
1991,17,1353
1991,18,1655
1991,19,1910
1991,20,2088
1991,21,2187
1991,22,2226
1991,23,2237
1991,24,2232
1991,25,2216
1991,26,2186
1991,27,2136
1991,28,2068
1991,29,1987
1991,30,1903
1991,31,1828
1991,32,1767
1991,33,1723
1991,34,1691
1991,35,1667
1991,36,1644
1991,37,1615
1991,38,1577
1991,39,1526
1991,40,1471
1991,41,1419
1991,42,1339
1991,43,1274
1991,44,1256
1991,45,1250
1991,46,1261
1991,47,1293
1991,48,1345
1991,49,1415
1991,50,1494
1991,51,1568
1991,52,1621
1991,53,1655
1991,54,1680
1991,55,1710
1991,56,1756
1991,57,1841
1991,58,1969
1991,59,2125
1991,60,2299
1991,61,2474
1991,62,2616
1991,63,2691
1991,64,2697
1991,65,2670
1991,66,2649
1991,67,2664
1991,68,2734
1991,69,2856
1991,70,3012
1991,71,3158
1991,72,3246
1991,73,3283
1991,74,3289
1991,75,3265
1991,76,3210
1991,77,3163
1991,78,3120
1991,79,3036
1991,80,2921
1991,81,2803
1991,82,2657
1991,83,2479
1991,84,2299
1991,85,2111
1991,86,1902
1991,87,1687
1991,88,1479
1991,89,1277
1991,90,1085
1991,91,909
1991,92,750
1991,93,606
1991,94,479
1991,95,368
1991,96,278
1991,97,205
1991,98,147
1991,99,104
1991,100,199
1992,0,24113
1992,1,2232
1992,2,1528
1992,3,1060
1992,4,753
1992,5,547
1992,6,413
1992,7,338
1992,8,306
1992,9,300
1992,10,305
1992,11,330
1992,12,383
1992,13,474
1992,14,620
1992,15,833
1992,16,1108
1992,17,1427
1992,18,1753
1992,19,2026
1992,20,2214
1992,21,2314
1992,22,2345
1992,23,2341
1992,24,2322
1992,25,2294
1992,26,2255
1992,27,2203
1992,28,2140
1992,29,2068
1992,30,1996
1992,31,1932
1992,32,1880
1992,33,1842
1992,34,1814
1992,35,1788
1992,36,1759
1992,37,1720
1992,38,1671
1992,39,1610
1992,40,1542
1992,41,1477
1992,42,1423
1992,43,1350
1992,44,1298
1992,45,1300
1992,46,1317
1992,47,1351
1992,48,1402
1992,49,1466
1992,50,1536
1992,51,1601
1992,52,1650
1992,53,1677
1992,54,1693
1992,55,1722
1992,56,1775
1992,57,1863
1992,58,2001
1992,59,2177
1992,60,2362
1992,61,2528
1992,62,2658
1992,63,2736
1992,64,2749
1992,65,2729
1992,66,2715
1992,67,2741
1992,68,2825
1992,69,2958
1992,70,3124
1992,71,3281
1992,72,3377
1992,73,3387
1992,74,3342
1992,75,3296
1992,76,3257
1992,77,3218
1992,78,3207
1992,79,3195
1992,80,3124
1992,81,2995
1992,82,2839
1992,83,2646
1992,84,2423
1992,85,2212
1992,86,2006
1992,87,1790
1992,88,1576
1992,89,1371
1992,90,1172
1992,91,984
1992,92,812
1992,93,658
1992,94,523
1992,95,404
1992,96,306
1992,97,227
1992,98,164
1992,99,115
1992,100,223
1993,0,23662
1993,1,2178
1993,2,1487
1993,3,1030
1993,4,730
1993,5,528
1993,6,398
1993,7,323
1993,8,290
1993,9,285
1993,10,293
1993,11,322
1993,12,376
1993,13,470
1993,14,616
1993,15,836
1993,16,1131
1993,17,1465
1993,18,1793
1993,19,2054
1993,20,2216
1993,21,2284
1993,22,2288
1993,23,2264
1993,24,2232
1993,25,2204
1993,26,2172
1993,27,2132
1993,28,2084
1993,29,2028
1993,30,1970
1993,31,1916
1993,32,1871
1993,33,1835
1993,34,1807
1993,35,1782
1993,36,1751
1993,37,1711
1993,38,1663
1993,39,1606
1993,40,1544
1993,41,1482
1993,42,1429
1993,43,1391
1993,44,1336
1993,45,1304
1993,46,1326
1993,47,1362
1993,48,1413
1993,49,1475
1993,50,1542
1993,51,1604
1993,52,1655
1993,53,1690
1993,54,1710
1993,55,1737
1993,56,1790
1993,57,1881
1993,58,2011
1993,59,2181
1993,60,2372
1993,61,2540
1993,62,2661
1993,63,2740
1993,64,2779
1993,65,2789
1993,66,2801
1993,67,2841
1993,68,2931
1993,69,3060
1993,70,3210
1993,71,3348
1993,72,3437
1993,73,3454
1993,74,3398
1993,75,3326
1993,76,3291
1993,77,3286
1993,78,3289
1993,79,3303
1993,80,3290
1993,81,3185
1993,82,3001
1993,83,2787
1993,84,2548
1993,85,2298
1993,86,2075
1993,87,1867
1993,88,1655
1993,89,1444
1993,90,1243
1993,91,1048
1993,92,865
1993,93,701
1993,94,558
1993,95,433
1993,96,330
1993,97,245
1993,98,178
1993,99,126
1993,100,244
1994,0,22936
1994,1,2133
1994,2,1457
1994,3,1011
1994,4,718
1994,5,519
1994,6,390
1994,7,316
1994,8,281
1994,9,274
1994,10,282
1994,11,312
1994,12,369
1994,13,464
1994,14,614
1994,15,836
1994,16,1142
1994,17,1498
1994,18,1833
1994,19,2074
1994,20,2201
1994,21,2230
1994,22,2202
1994,23,2161
1994,24,2124
1994,25,2100
1994,26,2084
1994,27,2061
1994,28,2028
1994,29,1985
1994,30,1936
1994,31,1888
1994,32,1847
1994,33,1814
1994,34,1787
1994,35,1763
1994,36,1736
1994,37,1697
1994,38,1648
1994,39,1592
1994,40,1533
1994,41,1478
1994,42,1430
1994,43,1398
1994,44,1386
1994,45,1359
1994,46,1352
1994,47,1395
1994,48,1444
1994,49,1496
1994,50,1549
1994,51,1597
1994,52,1639
1994,53,1677
1994,54,1712
1994,55,1751
1994,56,1809
1994,57,1899
1994,58,2025
1994,59,2177
1994,60,2351
1994,61,2522
1994,62,2655
1994,63,2747
1994,64,2817
1994,65,2879
1994,66,2936
1994,67,2998
1994,68,3078
1994,69,3176
1994,70,3281
1994,71,3372
1994,72,3433
1994,73,3457
1994,74,3440
1994,75,3392
1994,76,3357
1994,77,3369
1994,78,3399
1994,79,3408
1994,80,3394
1994,81,3324
1994,82,3150
1994,83,2906
1994,84,2652
1994,85,2394
1994,86,2141
1994,87,1920
1994,88,1715
1994,89,1506
1994,90,1297
1994,91,1099
1994,92,910
1994,93,737
1994,94,586
1994,95,457
1994,96,350
1994,97,261
1994,98,190
1994,99,135
1994,100,263
1995,0,21863
1995,1,2063
1995,2,1413
1995,3,974
1995,4,687
1995,5,493
1995,6,367
1995,7,295
1995,8,263
1995,9,255
1995,10,262
1995,11,294
1995,12,356
1995,13,457
1995,14,614
1995,15,845
1995,16,1153
1995,17,1512
1995,18,1849
1995,19,2064
1995,20,2147
1995,21,2137
1995,22,2085
1995,23,2040
1995,24,2017
1995,25,2015
1995,26,2019
1995,27,2013
1995,28,1987
1995,29,1939
1995,30,1881
1995,31,1827
1995,32,1783
1995,33,1755
1995,34,1740
1995,35,1731
1995,36,1721
1995,37,1698
1995,38,1658
1995,39,1604
1995,40,1546
1995,41,1491
1995,42,1448
1995,43,1418
1995,44,1408
1995,45,1418
1995,46,1409
1995,47,1412
1995,48,1458
1995,49,1500
1995,50,1541
1995,51,1580
1995,52,1621
1995,53,1665
1995,54,1715
1995,55,1775
1995,56,1844
1995,57,1928
1995,58,2035
1995,59,2162
1995,60,2298
1995,61,2447
1995,62,2594
1995,63,2718
1995,64,2826
1995,65,2936
1995,66,3049
1995,67,3146
1995,68,3223
1995,69,3284
1995,70,3336
1995,71,3379
1995,72,3413
1995,73,3443
1995,74,3468
1995,75,3482
1995,76,3476
1995,77,3477
1995,78,3501
1995,79,3513
1995,80,3475
1995,81,3401
1995,82,3270
1995,83,3049
1995,84,2779
1995,85,2513
1995,86,2253
1995,87,2001
1995,88,1779
1995,89,1571
1995,90,1360
1995,91,1152
1995,92,959
1995,93,780
1995,94,622
1995,95,485
1995,96,372
1995,97,279
1995,98,204
1995,99,145
1995,100,285
1996,0,20828
1996,1,1966
1996,2,1371
1996,3,955
1996,4,675
1996,5,485
1996,6,362
1996,7,291
1996,8,257
1996,9,250
1996,10,255
1996,11,284
1996,12,345
1996,13,449
1996,14,610
1996,15,844
1996,16,1153
1996,17,1497
1996,18,1820
1996,19,2031
1996,20,2098
1996,21,2070
1996,22,2010
1996,23,1967
1996,24,1953
1996,25,1964
1996,26,1979
1996,27,1979
1996,28,1955
1996,29,1905
1996,30,1842
1996,31,1785
1996,32,1743
1996,33,1723
1996,34,1720
1996,35,1725
1996,36,1726
1996,37,1712
1996,38,1679
1996,39,1627
1996,40,1567
1996,41,1514
1996,42,1475
1996,43,1454
1996,44,1450
1996,45,1463
1996,46,1490
1996,47,1486
1996,48,1485
1996,49,1521
1996,50,1550
1996,51,1580
1996,52,1615
1996,53,1660
1996,54,1719
1996,55,1791
1996,56,1871
1996,57,1955
1996,58,2044
1996,59,2149
1996,60,2267
1996,61,2395
1996,62,2544
1996,63,2703
1996,64,2851
1996,65,2987
1996,66,3118
1996,67,3234
1996,68,3310
1996,69,3350
1996,70,3367
1996,71,3383
1996,72,3409
1996,73,3446
1996,74,3497
1996,75,3550
1996,76,3580
1996,77,3569
1996,78,3538
1996,79,3513
1996,80,3469
1996,81,3379
1996,82,3264
1996,83,3107
1996,84,2874
1996,85,2601
1996,86,2333
1996,87,2071
1996,88,1816
1996,89,1590
1996,90,1382
1996,91,1177
1996,92,981
1996,93,803
1996,94,642
1996,95,502
1996,96,384
1996,97,289
1996,98,212
1996,99,152
1996,100,300
1997,0,20137
1997,1,1816
1997,2,1295
1997,3,928
1997,4,669
1997,5,486
1997,6,366
1997,7,295
1997,8,260
1997,9,251
1997,10,255
1997,11,282
1997,12,339
1997,13,444
1997,14,610
1997,15,851
1997,16,1164
1997,17,1510
1997,18,1822
1997,19,2034
1997,20,2117
1997,21,2089
1997,22,2019
1997,23,1965
1997,24,1941
1997,25,1944
1997,26,1957
1997,27,1957
1997,28,1936
1997,29,1894
1997,30,1838
1997,31,1784
1997,32,1743
1997,33,1720
1997,34,1712
1997,35,1712
1997,36,1710
1997,37,1697
1997,38,1670
1997,39,1631
1997,40,1586
1997,41,1544
1997,42,1514
1997,43,1499
1997,44,1498
1997,45,1506
1997,46,1523
1997,47,1547
1997,48,1534
1997,49,1524
1997,50,1556
1997,51,1587
1997,52,1624
1997,53,1669
1997,54,1726
1997,55,1794
1997,56,1872
1997,57,1953
1997,58,2035
1997,59,2124
1997,60,2232
1997,61,2360
1997,62,2505
1997,63,2672
1997,64,2848
1997,65,3001
1997,66,3125
1997,67,3230
1997,68,3312
1997,69,3361
1997,70,3385
1997,71,3406
1997,72,3441
1997,73,3490
1997,74,3545
1997,75,3596
1997,76,3625
1997,77,3610
1997,78,3542
1997,79,3459
1997,80,3392
1997,81,3321
1997,82,3220
1997,83,3099
1997,84,2937
1997,85,2698
1997,86,2416
1997,87,2139
1997,88,1869
1997,89,1613
1997,90,1391
1997,91,1191
1997,92,999
1997,93,820
1997,94,660
1997,95,518
1997,96,397
1997,97,298
1997,98,219
1997,99,158
1997,100,314
1998,0,19562
1998,1,1712
1998,2,1233
1998,3,908
1998,4,676
1998,5,505
1998,6,386
1998,7,315
1998,8,278
1998,9,265
1998,10,267
1998,11,293
1998,12,347
1998,13,447
1998,14,611
1998,15,856
1998,16,1174
1998,17,1524
1998,18,1841
1998,19,2049
1998,20,2141
1998,21,2136
1998,22,2068
1998,23,2003
1998,24,1966
1998,25,1957
1998,26,1961
1998,27,1960
1998,28,1941
1998,29,1902
1998,30,1853
1998,31,1802
1998,32,1759
1998,33,1730
1998,34,1713
1998,35,1704
1998,36,1698
1998,37,1687
1998,38,1670
1998,39,1647
1998,40,1620
1998,41,1592
1998,42,1569
1998,43,1555
1998,44,1549
1998,45,1551
1998,46,1559
1998,47,1574
1998,48,1598
1998,49,1589
1998,50,1587
1998,51,1631
1998,52,1672
1998,53,1714
1998,54,1760
1998,55,1812
1998,56,1874
1998,57,1951
1998,58,2040
1998,59,2141
1998,60,2260
1998,61,2403
1998,62,2561
1998,63,2720
1998,64,2880
1998,65,3026
1998,66,3133
1998,67,3211
1998,68,3285
1998,69,3363
1998,70,3432
1998,71,3494
1998,72,3554
1998,73,3610
1998,74,3653
1998,75,3670
1998,76,3660
1998,77,3619
1998,78,3544
1998,79,3438
1998,80,3340
1998,81,3274
1998,82,3210
1998,83,3111
1998,84,2981
1998,85,2798
1998,86,2536
1998,87,2235
1998,88,1946
1998,89,1674
1998,90,1424
1998,91,1212
1998,92,1023
1998,93,846
1998,94,683
1998,95,538
1998,96,414
1998,97,311
1998,98,229
1998,99,165
1998,100,333
1999,0,18796
1999,1,1706
1999,2,1225
1999,3,907
1999,4,694
1999,5,537
1999,6,423
1999,7,350
1999,8,310
1999,9,294
1999,10,293
1999,11,316
1999,12,369
1999,13,466
1999,14,626
1999,15,874
1999,16,1210
1999,17,1586
1999,18,1929
1999,19,2154
1999,20,2241
1999,21,2239
1999,22,2184
1999,23,2116
1999,24,2069
1999,25,2051
1999,26,2047
1999,27,2039
1999,28,2016
1999,29,1973
1999,30,1919
1999,31,1867
1999,32,1822
1999,33,1789
1999,34,1769
1999,35,1757
1999,36,1749
1999,37,1738
1999,38,1723
1999,39,1703
1999,40,1682
1999,41,1663
1999,42,1646
1999,43,1635
1999,44,1631
1999,45,1635
1999,46,1643
1999,47,1653
1999,48,1669
1999,49,1692
1999,50,1680
1999,51,1674
1999,52,1714
1999,53,1750
1999,54,1787
1999,55,1831
1999,56,1887
1999,57,1961
1999,58,2058
1999,59,2176
1999,60,2307
1999,61,2451
1999,62,2608
1999,63,2763
1999,64,2902
1999,65,3033
1999,66,3148
1999,67,3235
1999,68,3312
1999,69,3406
1999,70,3519
1999,71,3625
1999,72,3712
1999,73,3773
1999,74,3803
1999,75,3798
1999,76,3759
1999,77,3696
1999,78,3616
1999,79,3521
1999,80,3411
1999,81,3320
1999,82,3266
1999,83,3210
1999,84,3112
1999,85,2975
1999,86,2777
1999,87,2496
1999,88,2177
1999,89,1872
1999,90,1590
1999,91,1334
1999,92,1119
1999,93,931
1999,94,757
1999,95,599
1999,96,464
1999,97,350
1999,98,258
1999,99,186
1999,100,378
2000,0,18049
2000,1,1672
2000,2,1214
2000,3,892
2000,4,676
2000,5,525
2000,6,417
2000,7,344
2000,8,301
2000,9,283
2000,10,280
2000,11,301
2000,12,351
2000,13,447
2000,14,606
2000,15,852
2000,16,1201
2000,17,1614
2000,18,2000
2000,19,2261
2000,20,2369
2000,21,2358
2000,22,2299
2000,23,2234
2000,24,2172
2000,25,2131
2000,26,2107
2000,27,2084
2000,28,2054
2000,29,2012
2000,30,1963
2000,31,1917
2000,32,1881
2000,33,1855
2000,34,1838
2000,35,1828
2000,36,1820
2000,37,1811
2000,38,1798
2000,39,1783
2000,40,1765
2000,41,1749
2000,42,1734
2000,43,1720
2000,44,1710
2000,45,1706
2000,46,1710
2000,47,1721
2000,48,1738
2000,49,1762
2000,50,1794
2000,51,1784
2000,52,1772
2000,53,1804
2000,54,1828
2000,55,1855
2000,56,1898
2000,57,1966
2000,58,2066
2000,59,2199
2000,60,2355
2000,61,2514
2000,62,2666
2000,63,2807
2000,64,2927
2000,65,3026
2000,66,3128
2000,67,3239
2000,68,3353
2000,69,3479
2000,70,3633
2000,71,3795
2000,72,3918
2000,73,3981
2000,74,3982
2000,75,3939
2000,76,3868
2000,77,3784
2000,78,3705
2000,79,3634
2000,80,3563
2000,81,3480
2000,82,3405
2000,83,3352
2000,84,3282
2000,85,3154
2000,86,2979
2000,87,2744
2000,88,2431
2000,89,2090
2000,90,1774
2000,91,1485
2000,92,1228
2000,93,1014
2000,94,828
2000,95,658
2000,96,510
2000,97,387
2000,98,285
2000,99,205
2000,100,416
2001,0,17327
2001,1,1586
2001,2,1169
2001,3,873
2001,4,658
2001,5,509
2001,6,409
2001,7,343
2001,8,302
2001,9,283
2001,10,279
2001,11,299
2001,12,347
2001,13,439
2001,14,593
2001,15,827
2001,16,1155
2001,17,1553
2001,18,1947
2001,19,2219
2001,20,2335
2001,21,2330
2001,22,2261
2001,23,2202
2001,24,2158
2001,25,2119
2001,26,2087
2001,27,2056
2001,28,2019
2001,29,1974
2001,30,1927
2001,31,1884
2001,32,1853
2001,33,1836
2001,34,1828
2001,35,1826
2001,36,1826
2001,37,1822
2001,38,1813
2001,39,1798
2001,40,1782
2001,41,1765
2001,42,1751
2001,43,1742
2001,44,1736
2001,45,1736
2001,46,1744
2001,47,1761
2001,48,1785
2001,49,1811
2001,50,1841
2001,51,1874
2001,52,1859
2001,53,1843
2001,54,1875
2001,55,1906
2001,56,1949
2001,57,2014
2001,58,2107
2001,59,2229
2001,60,2376
2001,61,2529
2001,62,2668
2001,63,2789
2001,64,2901
2001,65,3008
2001,66,3116
2001,67,3246
2001,68,3399
2001,69,3550
2001,70,3699
2001,71,3849
2001,72,3978
2001,73,4051
2001,74,4063
2001,75,4032
2001,76,3980
2001,77,3920
2001,78,3857
2001,79,3793
2001,80,3726
2001,81,3640
2001,82,3525
2001,83,3410
2001,84,3312
2001,85,3197
2001,86,3029
2001,87,2821
2001,88,2560
2001,89,2234
2001,90,1890
2001,91,1577
2001,92,1298
2001,93,1053
2001,94,851
2001,95,678
2001,96,527
2001,97,399
2001,98,295
2001,99,212
2001,100,427
2002,0,16776
2002,1,1518
2002,2,1119
2002,3,847
2002,4,648
2002,5,499
2002,6,399
2002,7,338
2002,8,303
2002,9,285
2002,10,280
2002,11,298
2002,12,345
2002,13,433
2002,14,579
2002,15,801
2002,16,1102
2002,17,1459
2002,18,1828
2002,19,2110
2002,20,2248
2002,21,2261
2002,22,2204
2002,23,2137
2002,24,2096
2002,25,2072
2002,26,2040
2002,27,2002
2002,28,1960
2002,29,1913
2002,30,1866
2002,31,1828
2002,32,1800
2002,33,1785
2002,34,1784
2002,35,1789
2002,36,1796
2002,37,1802
2002,38,1802
2002,39,1797
2002,40,1787
2002,41,1774
2002,42,1761
2002,43,1751
2002,44,1746
2002,45,1746
2002,46,1755
2002,47,1775
2002,48,1805
2002,49,1841
2002,50,1877
2002,51,1913
2002,52,1950
2002,53,1936
2002,54,1925
2002,55,1970
2002,56,2020
2002,57,2085
2002,58,2173
2002,59,2283
2002,60,2413
2002,61,2553
2002,62,2687
2002,63,2802
2002,64,2905
2002,65,3017
2002,66,3141
2002,67,3278
2002,68,3442
2002,69,3617
2002,70,3770
2002,71,3895
2002,72,4003
2002,73,4087
2002,74,4127
2002,75,4132
2002,76,4119
2002,77,4097
2002,78,4064
2002,79,4010
2002,80,3933
2002,81,3825
2002,82,3678
2002,83,3494
2002,84,3308
2002,85,3145
2002,86,2974
2002,87,2764
2002,88,2528
2002,89,2256
2002,90,1936
2002,91,1611
2002,92,1320
2002,93,1065
2002,94,845
2002,95,665
2002,96,518
2002,97,393
2002,98,290
2002,99,209
2002,100,420
2003,0,16023
2003,1,1343
2003,2,990
2003,3,743
2003,4,569
2003,5,439
2003,6,347
2003,7,291
2003,8,265
2003,9,257
2003,10,260
2003,11,281
2003,12,327
2003,13,410
2003,14,543
2003,15,739
2003,16,1000
2003,17,1299
2003,18,1596
2003,19,1835
2003,20,1972
2003,21,2004
2003,22,1973
2003,23,1932
2003,24,1904
2003,25,1901
2003,26,1899
2003,27,1870
2003,28,1823
2003,29,1767
2003,30,1710
2003,31,1664
2003,32,1634
2003,33,1622
2003,34,1627
2003,35,1644
2003,36,1664
2003,37,1680
2003,38,1689
2003,39,1689
2003,40,1682
2003,41,1674
2003,42,1668
2003,43,1667
2003,44,1676
2003,45,1692
2003,46,1713
2003,47,1739
2003,48,1769
2003,49,1802
2003,50,1836
2003,51,1869
2003,52,1907
2003,53,1954
2003,54,1962
2003,55,1981
2003,56,2059
2003,57,2139
2003,58,2223
2003,59,2314
2003,60,2412
2003,61,2517
2003,62,2629
2003,63,2745
2003,64,2860
2003,65,2984
2003,66,3128
2003,67,3287
2003,68,3445
